n,payout_policy_id,path_stress_arm,event_order_mode,execution_model_id,start_at,horizon_end_at,retained_usd,owner_capital_usd,ending_cash_usd,fees_paid_usd,harvest_usd,unwithdrawn_usd,evaluations_purchased,renewals_paid,renewals_unfunded,activated,deaths,correlated_death_events,max_simultaneous_deaths,survivors,payouts,payouts_deferred,first_pa_activated_at,cash_bound_days,pipeline_bound_days,book_full_days,growth_ready_days,dormant_slot_days,horizon_open_batches
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2020-01-02T01:00:00+02:00,2021-12-22T01:00:00+02:00,-230.0,230.0,0.0,230.0,0.0,0.0,1,2,0,1,1,0,0,0,0,1,2020-03-02T23:00:00+02:00,649.162,60.917,9.921,0.0,6.206,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2020-02-03T01:00:00+02:00,2022-01-23T01:00:00+02:00,-265.0,265.0,0.0,265.0,0.0,0.0,1,3,0,1,1,0,0,0,0,4,2020-05-08T08:30:00+03:00,477.087,95.312,147.6,0.0,62.377,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2020-03-02T01:00:00+02:00,2022-02-20T01:00:00+02:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,1,2020-03-02T23:00:00+02:00,709.162,0.917,9.921,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2020-04-01T01:00:00+03:00,2022-03-22T01:00:00+02:00,-195.0,195.0,0.0,195.0,0.0,0.0,1,1,0,1,1,0,0,0,0,4,2020-05-08T08:30:00+03:00,535.087,37.312,147.6,0.0,23.088,1
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2020-05-01T01:00:00+03:00,2022-04-21T01:00:00+03:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,4,2020-05-08T08:30:00+03:00,565.087,7.312,147.6,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2020-06-01T01:00:00+03:00,2022-05-22T01:00:00+03:00,-230.0,230.0,0.0,230.0,0.0,0.0,1,2,0,1,1,0,0,0,0,0,2020-08-06T21:30:00+03:00,596.087,66.854,57.059,0.0,33.644,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2020-07-01T01:00:00+03:00,2022-06-21T01:00:00+03:00,-195.0,195.0,0.0,195.0,0.0,0.0,1,1,0,1,1,0,0,0,0,0,2020-08-06T21:30:00+03:00,626.087,36.854,57.059,0.0,14.293,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2020-08-03T01:00:00+03:00,2022-07-24T01:00:00+03:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,2020-08-07T11:00:00+03:00,659.087,4.417,56.496,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2020-09-01T01:00:00+03:00,2022-08-22T01:00:00+03:00,-230.0,230.0,0.0,230.0,0.0,0.0,1,2,0,1,1,0,0,0,0,2,2020-11-04T05:00:00+02:00,549.329,64.167,106.504,0.0,54.741,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2020-10-01T01:00:00+03:00,2022-09-21T01:00:00+03:00,-195.0,195.0,0.0,195.0,0.0,0.0,1,1,0,1,1,0,0,0,0,2,2020-11-04T05:00:00+02:00,579.329,34.167,106.504,0.0,28.512,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2020-11-02T01:00:00+02:00,2022-10-23T01:00:00+03:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,2,2020-11-04T05:00:00+02:00,611.329,2.167,106.504,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2020-12-01T01:00:00+02:00,2022-11-21T01:00:00+02:00,-195.0,195.0,0.0,195.0,0.0,0.0,1,1,0,1,1,0,0,0,0,2,2021-01-08T02:30:00+02:00,640.329,38.062,41.608,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2021-01-04T01:00:00+02:00,2022-12-25T01:00:00+02:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,2,2021-01-07T17:00:00+02:00,674.329,3.667,42.004,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2021-02-01T01:00:00+02:00,2023-01-22T01:00:00+02:00,-230.0,230.0,0.0,230.0,0.0,0.0,1,2,0,1,1,0,0,0,0,0,2021-04-15T17:30:00+03:00,614.256,73.688,32.057,0.0,41.563,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2021-03-01T01:00:00+02:00,2023-02-19T01:00:00+02:00,-300.0,300.0,0.0,300.0,0.0,0.0,1,4,0,1,1,0,0,0,0,8,2021-07-07T14:30:00+03:00,439.062,128.562,152.375,0.0,89.595,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2021-04-01T01:00:00+03:00,2023-03-22T01:00:00+02:00,-265.0,265.0,0.0,265.0,0.0,0.0,1,3,0,1,1,0,0,0,0,8,2021-07-09T18:00:00+03:00,473.083,99.708,147.208,0.0,51.582,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2021-05-03T01:00:00+03:00,2023-04-23T01:00:00+03:00,-230.0,230.0,0.0,230.0,0.0,0.0,1,2,0,1,1,0,0,0,0,8,2021-07-12T15:30:00+03:00,505.083,70.604,144.312,0.0,44.571,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2021-06-01T01:00:00+03:00,2023-05-22T01:00:00+03:00,-195.0,195.0,0.0,195.0,0.0,0.0,1,1,0,1,1,0,0,0,0,8,2021-07-09T18:00:00+03:00,534.083,38.708,147.208,0.0,23.347,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2021-07-01T01:00:00+03:00,2023-06-21T01:00:00+03:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,8,2021-07-09T18:00:00+03:00,564.083,8.708,147.208,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2021-08-02T01:00:00+03:00,2023-07-23T01:00:00+03:00,-195.0,195.0,0.0,195.0,0.0,0.0,1,1,0,1,1,0,0,0,0,7,2021-09-13T11:30:00+03:00,596.139,42.438,81.423,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2021-09-01T01:00:00+03:00,2023-08-22T01:00:00+03:00,-195.0,195.0,0.0,195.0,0.0,0.0,1,1,0,1,1,0,0,0,0,7,2021-10-07T09:30:00+03:00,626.083,36.354,57.562,0.0,14.167,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2021-10-01T01:00:00+03:00,2023-09-21T01:00:00+03:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,7,2021-10-07T09:30:00+03:00,656.083,6.354,57.562,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2021-11-01T01:00:00+02:00,2023-10-22T01:00:00+03:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,5,2021-11-04T00:30:00+02:00,687.139,2.979,29.881,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2021-12-01T01:00:00+02:00,2023-11-21T01:00:00+02:00,-230.0,230.0,0.0,230.0,0.0,0.0,1,2,0,1,1,0,0,0,0,6,2022-02-04T07:30:00+02:00,558.204,65.271,96.525,0.0,53.636,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2022-01-03T01:00:00+02:00,2023-12-24T01:00:00+02:00,-195.0,195.0,0.0,195.0,0.0,0.0,1,1,0,1,1,0,0,0,0,6,2022-02-04T21:00:00+02:00,592.167,32.833,95.0,0.0,26.646,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2022-02-01T01:00:00+02:00,2024-01-22T01:00:00+02:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,6,2022-02-04T21:00:00+02:00,621.167,3.833,95.0,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2022-03-01T01:00:00+02:00,2024-02-19T01:00:00+02:00,-195.0,195.0,0.0,195.0,0.0,0.0,1,1,0,1,1,0,0,0,0,0,2022-04-12T16:00:00+03:00,657.349,42.625,20.026,0.0,26.654,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2022-04-01T01:00:00+03:00,2024-03-21T01:00:00+02:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,2022-04-08T09:00:00+03:00,688.349,7.333,24.318,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2022-05-02T01:00:00+03:00,2024-04-21T01:00:00+03:00,335.0,230.0,565.0,1165.0,1500.0,0.0,5,14,0,4,4,0,0,0,1,2,2022-07-06T10:30:00+03:00,0.0,454.383,265.617,0.0,328.335,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2022-06-01T01:00:00+03:00,2024-05-21T01:00:00+03:00,245.0,195.0,440.0,1255.0,1500.0,750.7,5,13,0,5,4,0,0,1,1,2,2022-07-06T10:30:00+03:00,0.0,430.091,289.909,0.0,299.179,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2022-07-01T01:00:00+03:00,2024-06-20T01:00:00+03:00,280.0,160.0,440.0,1220.0,1500.0,1875.0,5,12,0,5,4,0,0,1,1,2,2022-07-06T10:30:00+03:00,0.0,400.091,319.909,0.0,272.117,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2022-08-01T01:00:00+03:00,2024-07-21T01:00:00+03:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,1,2022-08-03T20:30:00+03:00,625.386,2.812,91.802,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2022-09-01T01:00:00+03:00,2024-08-21T01:00:00+03:00,-195.0,195.0,0.0,195.0,0.0,0.0,1,1,0,1,1,0,0,0,0,1,2022-10-06T15:00:00+03:00,656.386,35.583,28.031,0.0,28.109,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2022-10-03T01:00:00+03:00,2024-09-22T01:00:00+03:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,1,2022-10-06T15:00:00+03:00,688.386,3.583,28.031,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2022-11-01T01:00:00+02:00,2024-10-21T01:00:00+03:00,-335.0,335.0,0.0,335.0,0.0,0.0,1,5,0,1,1,0,0,0,0,2,2023-04-13T21:00:00+03:00,362.352,163.833,193.815,0.0,119.049,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2022-12-01T01:00:00+02:00,2024-11-20T01:00:00+02:00,-300.0,300.0,0.0,300.0,0.0,0.0,1,4,0,1,1,0,0,0,0,2,2023-04-13T21:00:00+03:00,392.352,133.833,193.815,0.0,91.503,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2023-01-03T01:00:00+02:00,2024-12-23T01:00:00+02:00,3745.0,545.0,4290.0,755.0,4500.0,0.0,2,16,0,1,1,0,0,0,3,13,2023-12-11T17:00:00+02:00,0.0,493.002,226.998,0.0,315.947,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2023-02-01T01:00:00+02:00,2025-01-21T01:00:00+02:00,3780.0,510.0,4290.0,720.0,4500.0,0.0,2,15,0,1,1,0,0,0,3,13,2023-12-12T21:00:00+02:00,0.0,494.168,225.832,0.0,310.753,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2023-03-01T01:00:00+02:00,2025-02-18T01:00:00+02:00,-195.0,195.0,0.0,195.0,0.0,0.0,1,1,0,1,1,0,0,0,0,2,2023-04-13T21:00:00+03:00,482.352,43.833,193.815,0.0,17.333,1
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2023-04-03T01:00:00+03:00,2025-03-23T01:00:00+02:00,3655.0,440.0,4095.0,845.0,4500.0,0.0,3,14,0,2,2,0,0,0,3,14,2023-12-11T17:00:00+02:00,0.0,448.856,271.144,0.0,276.762,1
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2023-05-01T01:00:00+03:00,2025-04-20T01:00:00+03:00,-230.0,230.0,0.0,230.0,0.0,0.0,1,2,0,1,1,0,0,0,0,0,2023-07-18T21:30:00+03:00,543.352,78.854,97.794,0.0,35.308,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2023-06-01T01:00:00+03:00,2025-05-21T01:00:00+03:00,3655.0,370.0,4025.0,845.0,4500.0,0.0,3,14,0,2,2,0,0,0,3,14,2023-12-12T21:00:00+02:00,0.0,450.022,269.978,0.0,301.56,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2023-07-03T01:00:00+03:00,2025-06-22T01:00:00+03:00,3565.0,300.0,3865.0,935.0,4500.0,-409.05,3,13,0,3,2,0,0,1,3,19,2023-11-03T18:30:00+02:00,0.0,400.335,319.665,0.0,294.827,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2023-08-01T01:00:00+03:00,2025-07-21T01:00:00+03:00,3565.0,300.0,3865.0,935.0,4500.0,792.7,3,13,0,3,2,0,0,1,3,15,2023-12-11T17:00:00+02:00,0.0,409.272,310.728,0.0,297.103,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2023-09-01T01:00:00+03:00,2025-08-21T01:00:00+03:00,3475.0,230.0,3705.0,1025.0,4500.0,245.55,4,11,0,4,3,0,0,1,3,19,2023-11-03T18:30:00+02:00,0.0,346.066,373.934,0.0,270.917,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2023-10-02T01:00:00+03:00,2025-09-21T01:00:00+03:00,3475.0,230.0,3705.0,1025.0,4500.0,-171.75,4,11,0,4,3,0,0,1,3,16,2023-12-13T16:00:00+02:00,0.0,354.962,365.038,0.0,277.006,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2023-11-01T01:00:00+02:00,2025-10-21T01:00:00+03:00,3510.0,195.0,3705.0,990.0,4500.0,2009.6,4,10,0,4,3,0,0,1,3,16,2023-12-13T16:00:00+02:00,0.0,324.962,395.038,0.0,249.248,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2023-12-01T01:00:00+02:00,2025-11-20T01:00:00+02:00,5045.0,160.0,5205.0,955.0,6000.0,952.85,4,9,0,4,3,0,0,1,4,18,2023-12-13T16:00:00+02:00,0.0,294.962,425.038,0.0,234.169,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2024-01-02T01:00:00+02:00,2025-12-22T01:00:00+02:00,3440.0,195.0,3635.0,1060.0,4500.0,0.0,5,11,0,4,4,0,0,0,3,17,2024-02-02T19:30:00+02:00,0.0,344.742,375.258,0.0,290.264,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2024-02-01T01:00:00+02:00,2026-01-21T01:00:00+02:00,3440.0,160.0,3600.0,1060.0,4500.0,0.0,5,11,0,4,4,0,0,0,3,17,2024-02-02T19:30:00+02:00,0.0,344.742,375.258,0.0,286.056,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2024-03-01T01:00:00+02:00,2026-02-19T01:00:00+02:00,-195.0,195.0,0.0,195.0,0.0,0.0,1,1,0,1,1,0,0,0,0,0,2024-04-03T17:30:00+03:00,671.083,33.688,15.229,0.0,18.354,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2024-04-01T01:00:00+03:00,2026-03-22T01:00:00+02:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,2024-04-03T17:30:00+03:00,702.083,2.688,15.229,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2024-05-01T01:00:00+03:00,2026-04-21T01:00:00+03:00,1425.0,160.0,1585.0,1575.0,3000.0,167.5,7,13,0,7,6,0,0,1,2,7,2024-05-03T16:00:00+03:00,0.0,411.445,308.555,0.0,342.728,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2024-06-03T01:00:00+03:00,2026-05-24T01:00:00+03:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,2,2024-06-05T05:30:00+03:00,666.208,2.188,51.604,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,one_tick_per_side_sensitivity,2024-07-01T01:00:00+03:00,2026-06-21T01:00:00+03:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,2,2024-07-02T20:30:00+03:00,695.666,1.812,22.522,0.0,0.0,1
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,perfect_linear_no_slippage_phase_1,2020-01-02T01:00:00+02:00,2021-12-22T01:00:00+02:00,-195.0,195.0,0.0,195.0,0.0,0.0,1,1,0,1,1,0,0,0,0,5,2020-02-06T06:30:00+02:00,649.162,35.229,35.609,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,perfect_linear_no_slippage_phase_1,2020-02-03T01:00:00+02:00,2022-01-23T01:00:00+02:00,525.0,265.0,790.0,975.0,1500.0,-680.4,5,5,0,5,4,0,0,1,1,15,2020-05-08T08:30:00+03:00,0.0,203.115,516.885,0.0,112.327,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,perfect_linear_no_slippage_phase_1,2020-03-02T01:00:00+02:00,2022-02-20T01:00:00+02:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,1,2020-03-02T23:00:00+02:00,709.162,0.917,9.921,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,perfect_linear_no_slippage_phase_1,2020-04-01T01:00:00+03:00,2022-03-22T01:00:00+02:00,2060.0,195.0,2255.0,940.0,3000.0,0.0,6,3,0,5,5,0,0,0,2,15,2020-05-08T04:00:00+03:00,0.0,152.071,567.929,0.0,78.616,1
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,perfect_linear_no_slippage_phase_1,2020-05-01T01:00:00+03:00,2022-04-21T01:00:00+03:00,1935.0,160.0,2095.0,1065.0,3000.0,-150.1,6,3,0,6,5,0,0,1,2,15,2020-05-08T04:00:00+03:00,0.0,151.654,568.346,0.0,78.385,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,perfect_linear_no_slippage_phase_1,2020-06-01T01:00:00+03:00,2022-05-22T01:00:00+03:00,-230.0,230.0,0.0,230.0,0.0,0.0,1,2,0,1,1,0,0,0,0,0,2020-08-05T10:00:00+03:00,592.062,65.375,62.562,0.0,33.587,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,perfect_linear_no_slippage_phase_1,2020-07-01T01:00:00+03:00,2022-06-21T01:00:00+03:00,-195.0,195.0,0.0,195.0,0.0,0.0,1,1,0,1,1,0,0,0,0,0,2020-08-05T10:00:00+03:00,622.062,35.375,62.562,0.0,14.293,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,perfect_linear_no_slippage_phase_1,2020-08-03T01:00:00+03:00,2022-07-24T01:00:00+03:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,2020-08-07T11:00:00+03:00,655.062,4.417,60.521,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,perfect_linear_no_slippage_phase_1,2020-09-01T01:00:00+03:00,2022-08-22T01:00:00+03:00,-230.0,230.0,0.0,230.0,0.0,0.0,1,2,0,1,1,0,0,0,0,2,2020-11-04T05:00:00+02:00,545.346,64.167,110.488,0.0,54.741,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,perfect_linear_no_slippage_phase_1,2020-10-01T01:00:00+03:00,2022-09-21T01:00:00+03:00,-195.0,195.0,0.0,195.0,0.0,0.0,1,1,0,1,1,0,0,0,0,2,2020-11-04T05:00:00+02:00,575.346,34.167,110.488,0.0,28.512,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,perfect_linear_no_slippage_phase_1,2020-11-02T01:00:00+02:00,2022-10-23T01:00:00+03:00,-160.0,160.0,0.0,160.0,0.0,0.0,1,0,0,1,1,0,0,0,0,2,2020-11-04T05:00:00+02:00,607.346,2.167,110.488,0.0,0.0,0
1,cap_maximizer,source_constrained_then_seeded_coin,canonical_settle_realize_spend_commit,perfect_linear_no_slippage_phase_1,2020-12-01T01:00:00+02:00,2022-11-21T01:00:00+02:00,-195.0,195.0,0.0,195.0,0.0,0.0,1,1,0,1,1,0,0,0,0,2,2021-01-07T17:00:00+02:00,636.346,37.667,45.988,0.0,0.0,0
